"sol","f_avg","f_sng"
214424,71.1799999308268,71.1599999511719
234234,71.0866666097005,71.1599999023438
234244,71.1933333089193,71.26
234424,71.2933332682292,71.2599999755859
243424,71.0999999837239,71.2599999145508
314224,71.2133333007812,71.0999998657227
314234,71.6700000366211,71.4000000610352
314243,71.8399999328613,72.039999987793
314244,72.17,71.580000012207
333244,71.1699999145508,71.4599999023438
334213,71.5099999694824,71.5399999267578
334214,72.0099999633789,72.1399999755859
334224,71.7599999938965,72.1999999389649
334233,71.1399999389648,70.5999999267578
334234,71.9199999796549,71.9799999633789
334243,71.6799999450684,71.420000012207
334244,72.5133332356771,72.2599998657227
334254,71.8733332397461,72.2199998901367
341224,71.1399999084473,70.9999998657227
341233,71.0999999694824,70.7999999755859
341234,71.7733332804362,72.5999998901367
341243,71.4299999633789,72.0799999267578
341244,72.5933333007812,72.4199999023437
342234,71.1399999938965,71.0199999511719
342243,71.6499999084473,71.3799998779297
342244,72.1733332682292,72.6199999389648
343214,71.2666666280111,71.9599999633789
343224,71.1199999816895,71.6000000488281
343234,71.6399999023438,71.9199999389648
343243,71.7099999938965,72.0599999511719
343244,72.7500000244141,72.520000012207
343254,71.4199999715169,71.0199999633789
344213,71.5299999023437,71.6599998779297
344214,71.9733333577474,71.5199999511719
344224,71.3699999389648,70.9999999633789
344233,71.8699999755859,72.2400000610352
344234,72.8599999389648,73.2999999755859
344243,72.3900000305176,72.3800000244141
344244,72.7733332641602,73.0399998779297
344253,71.3,71.5
344254,72.1133332641602,71.92
344424,71.0299999938965,70.7600000488281
345243,71.379999983724,71.2799999389648
345244,72.160000012207,72.2
345344,71.2600000183105,71.0200000610352
413234,71.3799999694824,71.1999998779297
413243,71.1399999816895,71.379999987793
413244,71.719999987793,71.8199999755859
414213,71.78,71.8399999633789
414214,71.8599999023438,72.2199998657227
414223,71.2399999084473,71.6599999389648
414224,71.559999987793,71.2200000488281
414233,71.7600000305176,71.6400000610352
414234,71.9899999450683,72.4399999511719
414243,72.1500000427246,71.7800000244141
414244,72.3700000183105,72.320000012207
415234,71.0299999328613,70.7799998901367
421244,71.0599999389648,70.7399999633789
422244,71.2099999084473,71.0199998657227
423432,71.199999987793,71.4400000610351
424214,71.1100000244141,71.059999987793
424234,71.6799999084473,71.4799998901367
424243,71.290000012207,71.5600000488281
424244,71.599999987793,71.8400000244141
424432,71.2133332804362,70.4199999755859
424442,71.1899999145508,71.3799998657227
431233,71.1999999572754,71.2199999755859
431234,71.8466666300456,72.0800000366211
431243,71.5899999572754,71.9799999633789
431244,72.2666666259766,72.1799999267578
432234,71.5699999206543,72.0799998779297
432243,71.6500000488281,72.5000000488281
432244,72.2133332641602,72.2599998657227
433214,71.9266666381836,71.7199998657227
433224,71.2400000203451,70.7400000610352
433233,71.4299999755859,71.6399999267578
433234,71.7999999552409,72.3999999755859
433243,71.4799999206543,71.0199999145508
433244,72.5199999389648,73.0999999023438
433334,71.030000012207,71.7400000488281
433344,71.1133333211263,70.2199999511719
434213,71.7466666097005,71.9399998779297
434214,72.5299999755859,72.4999998901367
434224,72.2899999694824,71.9399999023437
434233,71.660000008138,72.2000000610352
434234,72.5133333170573,72.8400000366211
434243,72.7399999633789,73.0999999023438
434244,73.1266666259766,73.640000012207
434254,71.7500000305176,72.2000000488281
434334,71.4466665649414,71.1799998779297
434433,71.4399999572754,71.9800000488281
434534,71.1099998840332,71.2199998779297
434543,71.1,71.0000000366211
435234,71.7199999308268,71.6199999511719
435243,71.5599999145508,71.7199999389648
435244,72.7199999023437,72.7199999145508
441233,72.0199999755859,72.3199999633789
441234,73.0866666463216,72.740000012207
441242,71.2199999938965,71.4800000366211
441243,72.1599999064128,72.8599999389648
441244,72.520000012207,73.019999987793
441245,71.1733333089193,71.0800000488281
441254,71.1666666178385,70.8600000610352
441344,71.1599999633789,71.6399999389648
441444,71.3666666463216,71.5799999145508
442233,71.75,71.3999999389648
442234,72.3499999328613,72.2799999511719
442243,72.7399999389648,72.4599998901367
442244,72.4333332397461,72.1399999511719
442344,71.4133332600912,71.4599998779297
442544,71.1599999572754,71.4199998901367
443213,71.2266666788737,71.08
443214,72.3899999450684,72.82
443223,71.0933333129883,71.0599999755859
443224,71.7399999328613,71.9399999389648
443233,72.4199998657227,73.2799998657227
443234,72.9599999694824,72.719999987793
443243,72.2999998962402,72.1999999145508
443244,72.5933332926432,72.0599999511719
443254,71.7933332845052,71.5799999633789
443344,71.0466666422526,71.2000000610352
444213,72.6399999471029,72.3599999633789
444214,72.219999987793,71.6800000610352
444223,71.7199999450684,72.18
444224,72.1666666625976,72.4599999633789
444232,71.1100000183106,71.8200000610352
444233,72.9466666341146,73.1799998901367
444234,73.3066666097005,73.7199999755859
444243,72.7466666381836,72.799999987793
444244,73.4933333251953,73.5200000244141
444253,71.7800000061035,71.960000012207
444254,72.3533333312988,71.4200000366211
444324,71.9599999786377,71.6600000061035
444333,71.1699998779297,71.7199998657227
444334,71.2499998779297,70.9599998779297
444345,71.1099999267578,71.3399999511719
444354,71.7500000549316,71.3600000488281
444434,71.3399999633789,71.6200000244141
444443,71.1799999328613,71.6
444454,71.1199999572754,71.1399999633789
444533,71.2899999450684,70.5799999023437
444534,71.2000000061035,70.72
444543,71.1200000406901,71.040000012207
444544,71.4899999511719,71.4400000366211
445233,71.4600000061035,71.4999999633789
445234,71.9099999572754,71.8799998657227
445243,72.3199999755859,72.1599999389648
445244,72.7199998901367,72.8999998779297
445254,71.129999987793,71.299999987793
453234,71.0899999389648,72.0799999145508
453243,71.1266666015625,70.7199999145508
454214,71.0599999328613,70.6399998901367
454243,71.3200000366211,71.4000000488281
454244,71.3299999023438,71.5799998779297
455243,71.0899999816895,70.6399999267578
544234,71.0399999348958,70.7599999755859
544344,71.0666666097005,71.1199999755859
