"sol","f_avg","f_sng"
111112,0.833333332273695,0.83333333269755
111114,0.833333332273695,0.833333332061768
111115,0.833333332061768,0.83333333269755
111121,0.83333333184984,0.83333333269755
111122,0.833333332273695,0.833333330790202
111123,0.833333332273695,0.833333332061768
111125,0.833333332273695,0.833333331425985
111134,0.833333331637912,0.83333333269755
111135,0.833333332273695,0.833333332061768
111144,0.833333331425985,0.833333332061768
111155,0.833333332061768,0.83333333269755
112111,0.83333333184984,0.833333331425985
112115,0.833333332061768,0.833333333333333
112121,0.833333331637912,0.833333331425985
112122,0.833333332273695,0.833333331425985
112123,0.83333333184984,0.833333331425985
112124,0.833333331637912,0.833333331425985
112132,0.833333332273695,0.833333332061768
112133,0.833333331425985,0.833333332061768
112135,0.833333332061768,0.83333333269755
112145,0.833333331637912,0.833333332061768
112151,0.833333332273695,0.833333332061768
112155,0.833333332061768,0.833333332061768
113111,0.833333332061768,0.833333331425985
113112,0.833333332061768,0.833333332061768
113113,0.833333331425985,0.833333331425985
113114,0.833333330790202,0.833333331425985
113124,0.833333332273695,0.83333333269755
113125,0.83333333184984,0.833333331425985
113131,0.833333332061768,0.833333332061768
113132,0.833333332273695,0.83333333269755
113145,0.83333333184984,0.833333332061768
114111,0.83333333184984,0.833333331425985
114122,0.833333332273695,0.833333332061768
114125,0.833333332061768,0.833333331425985
114132,0.833333331425985,0.833333331425985
114133,0.833333332273695,0.83333333269755
114141,0.833333332061768,0.833333333333333
114144,0.833333332273695,0.83333333269755
114151,0.83333333184984,0.83333333269755
115113,0.833333331425985,0.833333332061768
115115,0.833333331214057,0.833333330154419
115121,0.833333332061768,0.83333333269755
115122,0.833333332273695,0.833333331425985
115134,0.833333332061768,0.83333333269755
115141,0.833333331425985,0.833333331425985
115142,0.833333332273695,0.83333333269755
115143,0.833333332273695,0.833333331425985
115144,0.833333332273695,0.833333331425985
115145,0.833333332061768,0.833333332061768
115151,0.83333333184984,0.833333331425985
115153,0.833333332273695,0.833333333333333
115154,0.833333332061768,0.833333332061768
115155,0.833333332061768,0.83333333269755
121111,0.833333332273695,0.833333333333333
121121,0.833333331637912,0.833333330790202
121141,0.833333332061768,0.83333333269755
122111,0.833333332273695,0.833333331425985
122131,0.833333331637912,0.833333331425985
123121,0.833333332061768,0.833333332061768
123141,0.833333332273695,0.83333333269755
123151,0.833333332273695,0.833333332061768
124121,0.83333333184984,0.833333331425985
124131,0.83333333184984,0.833333332061768
124151,0.833333332273695,0.833333332061768
125111,0.833333332273695,0.833333331425985
125121,0.833333331637912,0.833333332061768
125131,0.833333331637912,0.833333331425985
125141,0.833333331637912,0.833333330790202
125151,0.833333331002129,0.833333333333333
131111,0.833333332273695,0.83333333269755
131121,0.833333332061768,0.83333333269755
131131,0.833333331637912,0.833333331425985
131141,0.833333332273695,0.83333333269755
132121,0.833333332061768,0.833333333333333
132131,0.83333333184984,0.833333332061768
132141,0.833333332061768,0.833333332061768
134111,0.83333333184984,0.833333332061768
134131,0.83333333184984,0.833333331425985
135131,0.833333331637912,0.833333331425985
135141,0.833333332273695,0.83333333269755
135151,0.833333331425985,0.833333332061768
141111,0.833333332273695,0.833333331425985
141121,0.83333333184984,0.83333333269755
141141,0.833333332061768,0.833333332061768
141151,0.83333333184984,0.83333333269755
142121,0.833333331425985,0.833333331425985
142151,0.833333332061768,0.83333333269755
143121,0.833333332061768,0.83333333269755
143131,0.833333332273695,0.833333332061768
143141,0.833333332273695,0.83333333269755
143151,0.833333331002129,0.833333330154419
144111,0.83333333184984,0.833333330154419
145111,0.833333332273695,0.833333331425985
145121,0.833333331002129,0.833333330154419
145131,0.83333333184984,0.833333331425985
145151,0.833333332061768,0.83333333269755
151121,0.833333331214057,0.833333332061768
151131,0.83333333184984,0.833333333333333
152151,0.833333331214057,0.833333330790202
153121,0.833333332273695,0.83333333269755
153131,0.833333331637912,0.833333332061768
153151,0.83333333184984,0.833333332061768
154111,0.833333332273695,0.833333332061768
154141,0.83333333184984,0.833333330790202
155121,0.833333332273695,0.83333333269755
155131,0.833333332061768,0.833333332061768
211114,0.833333331637912,0.833333332061768
211115,0.833333332273695,0.833333332061768
213111,0.833333332273695,0.833333333333333
215111,0.83333333184984,0.83333333269755
224111,0.833333331637912,0.83333333269755
225111,0.83333333184984,0.833333332061768
234111,0.833333332273695,0.83333333269755
241111,0.83333333184984,0.833333330790202
242111,0.833333332273695,0.833333332061768
244111,0.833333332061768,0.833333333333333
252111,0.833333332273695,0.833333331425985
254111,0.833333332273695,0.833333331425985
311112,0.833333331637912,0.833333331425985
311114,0.833333332273695,0.833333332061768
314111,0.83333333184984,0.83333333269755
315111,0.83333333184984,0.833333330790202
324111,0.833333331637912,0.833333330790202
325111,0.833333331214057,0.833333330790202
341111,0.833333332061768,0.83333333269755
353111,0.833333332061768,0.83333333269755
355111,0.833333332061768,0.833333332061768
411111,0.83333333184984,0.833333331425985
412111,0.833333332061768,0.833333332061768
413111,0.833333332273695,0.833333331425985
414111,0.833333332061768,0.833333332061768
421111,0.83333333184984,0.833333330790202
422111,0.833333332061768,0.833333330790202
425111,0.83333333184984,0.833333331425985
432111,0.83333333184984,0.833333332061768
442111,0.833333332061768,0.833333332061768
443111,0.833333332061768,0.83333333269755
452111,0.83333333184984,0.833333331425985
453111,0.833333332273695,0.83333333269755
511113,0.833333332273695,0.833333332061768
511114,0.833333332273695,0.833333333333333
512111,0.833333332061768,0.833333332061768
514111,0.83333333184984,0.83333333269755
515111,0.833333331637912,0.833333331425985
521111,0.833333332061768,0.833333332061768
531111,0.833333331425985,0.833333331425985
535111,0.833333332273695,0.83333333269755
545111,0.833333332061768,0.833333331425985
552111,0.833333331637912,0.833333331425985
553111,0.833333332061768,0.833333331425985
