"sol","f_avg","f_sng"
111123,9.711999999,9.71199999694824
111134,9.711999998,9.71199999755859
111143,9.711999999,9.71200000030518
111144,9.711999999,9.71199999786377
112133,9.711999999,9.7119999987793
112134,9.711999998,9.71199999755859
112143,9.711999999,9.71200000030518
112144,9.711999999,9.71199999786377
113112,9.711999999,9.71199999694824
113114,9.711999998,9.71199999755859
113123,9.711999999,9.7119999987793
113124,9.711999998,9.71199999755859
113131,9.711999999,9.7119999987793
113132,9.711999999,9.7119999987793
113135,9.711999999,9.7119999987793
113141,9.711999998,9.71199999755859
113142,9.711999999,9.71200000030518
113145,9.711999999,9.71200000030518
113153,9.711999999,9.7119999987793
113154,9.711999998,9.71199999755859
114113,9.711999998,9.71199999755859
114114,9.711999999,9.71199999786377
114123,9.711999998,9.71199999755859
114131,9.711999999,9.71200000030518
114132,9.711999999,9.71200000030518
114135,9.711999998,9.71199999755859
114141,9.711999999,9.71199999938965
114142,9.711999999,9.71199999786377
114144,9.711999999,9.71199999786377
114145,9.711999999,9.71199999786377
114153,9.711999998,9.71199999755859
114154,9.711999999,9.71199999786377
115133,9.711999999,9.7119999987793
115134,9.711999998,9.71199999755859
115143,9.711999998,9.71199999755859
115144,9.711999999,9.71199999786377
123131,9.711999999,9.7119999987793
123141,9.711999998,9.71199999755859
124131,9.711999998,9.71199999755859
124141,9.711999999,9.71199999786377
131131,9.711999999,9.7119999987793
131141,9.711999999,9.71200000030518
132131,9.711999999,9.7119999987793
132141,9.711999998,9.71199999755859
133111,9.711999999,9.7119999987793
133121,9.711999999,9.7119999987793
133151,9.711999999,9.7119999987793
134111,9.711999998,9.71199999755859
134121,9.711999998,9.71199999755859
134151,9.711999998,9.71199999755859
135131,9.711999999,9.7119999987793
135141,9.711999998,9.71199999755859
141131,9.711999998,9.71199999755859
141141,9.711999999,9.71199999786377
142131,9.711999998,9.71199999755859
142141,9.711999999,9.71199999938965
143111,9.711999998,9.71199999755859
143121,9.711999998,9.71199999755859
143151,9.711999998,9.71199999755859
144111,9.711999999,9.71199999786377
144121,9.711999999,9.71199999786377
144131,9.711999999,9.71199999786377
144151,9.711999999,9.71199999786377
145131,9.711999999,9.71200000030518
145141,9.711999999,9.71199999786377
153141,9.711999998,9.71199999755859
154131,9.711999998,9.71199999755859
154141,9.711999999,9.71199999938965
232111,9.711999999,9.71199999694824
233111,9.711999999,9.7119999987793
234111,9.711999999,9.71200000030518
243111,9.711999999,9.71200000030518
311113,9.711999999,9.7119999987793
311114,9.711999998,9.71199999755859
312111,9.711999999,9.71199999694824
313111,9.711999999,9.7119999987793
314111,9.711999998,9.71199999755859
315111,9.711999999,9.71199999694824
324111,9.711999998,9.71199999755859
331111,9.711999999,9.7119999987793
332111,9.711999999,9.7119999987793
341111,9.711999998,9.71199999755859
342111,9.711999999,9.71200000030518
345111,9.711999998,9.71199999755859
354111,9.711999998,9.71199999755859
411113,9.711999999,9.71200000030518
411114,9.711999999,9.71199999786377
413111,9.711999998,9.71199999755859
414111,9.711999999,9.71199999786377
423111,9.711999999,9.71199999908447
431111,9.711999998,9.71199999755859
432111,9.711999999,9.71200000030518
435111,9.711999998,9.71199999755859
441111,9.711999999,9.71199999786377
442111,9.711999999,9.71199999786377
444111,9.711999999,9.71199999786377
445111,9.711999999,9.71199999786377
453111,9.711999998,9.71199999755859
454111,9.711999999,9.71199999786377
533111,9.711999999,9.7119999987793
534111,9.711999998,9.71199999755859
543111,9.711999998,9.71199999755859
